Student_Code,Status,Semester,Major_ID,Campus_Code,Term_ID
PH35775,HDI,3,33,ph,52
PH35776,HDI,3,33,ph,52
PH35777,HDI,3,28,ph,52
PH35784,HDI,3,33,ph,52
PH35787,HDI,3,28,ph,52
PH35788,HDI,3,28,ph,52
PH35789,HDI,3,33,ph,52
PH35790,HDI,3,29,ph,52
PH35791,HDI,3,33,ph,52
PH35794,HDI,3,33,ph,52
PH35796,HDI,3,34,ph,52
PH35799,HDI,3,33,ph,52
PH35801,HDI,3,34,ph,52
PH35805,HDI,3,33,ph,52
PH35806,HDI,3,33,ph,52
PH35816,HDI,3,28,ph,52
PH35818,HDI,3,30,ph,52
PH35819,HDI,3,28,ph,52
PH35821,HDI,3,33,ph,52
PH35826,HDI,3,34,ph,52
PH35829,HDI,3,33,ph,52
PH35831,HDI,3,33,ph,52
PH35833,HDI,3,33,ph,52
PH35837,HDI,3,29,ph,52
PH35841,HDI,3,33,ph,52
PH35842,HDI,3,28,ph,52
PH35844,HDI,3,28,ph,52
PH35853,HDI,3,33,ph,52
PH35857,HDI,3,28,ph,52
PH35859,HDI,3,34,ph,52
PH35860,HDI,3,33,ph,52
PH35862,HDI,3,33,ph,52
PH35867,HDI,3,33,ph,52
PH35869,HDI,3,29,ph,52
PH35874,HDI,3,33,ph,52
PH35876,HDI,3,28,ph,52
PH35877,HDI,3,28,ph,52
PH35886,HDI,3,33,ph,52
PH35888,HDI,3,29,ph,52
PH35901,HDI,3,33,ph,52
PH35903,HDI,3,33,ph,52
PH35904,HDI,3,28,ph,52
PH35905,HDI,3,28,ph,52
PH35909,HDI,3,28,ph,52
PH35910,HDI,3,33,ph,52
PH35911,HDI,3,33,ph,52
PH35915,HDI,3,33,ph,52
PH35921,HDI,3,33,ph,52
PH35923,HDI,3,28,ph,52
PH35925,HDI,3,30,ph,52
PH35932,HDI,3,28,ph,52
PH35934,HDI,3,33,ph,52
PH35936,HDI,3,28,ph,52
PH35938,HDI,3,28,ph,52
PH35948,HDI,3,33,ph,52
PH35949,HDI,3,33,ph,52
PH35952,HDI,3,33,ph,52
PH35954,HL,2,28,ph,52
PH35955,HDI,3,33,ph,52
PH35960,HDI,3,33,ph,52
PH35961,HDI,3,33,ph,52
PH35965,HDI,3,33,ph,52
PH35968,HDI,3,28,ph,52
PH35976,HDI,3,33,ph,52
PH35977,HDI,3,28,ph,52
PH35982,HDI,3,33,ph,52
PH35983,HDI,3,33,ph,52
PH35988,HDI,3,33,ph,52
PH35992,HDI,3,30,ph,52
PH35997,HDI,3,33,ph,52
PH35998,HDI,3,33,ph,52
PH36000,HDI,2,28,ph,52
PH36004,HDI,3,33,ph,52
PH36005,HDI,3,33,ph,52
PH36008,HDI,3,34,ph,52
PH36020,HDI,3,33,ph,52
PH36021,HDI,3,28,ph,52
PH36023,HDI,3,29,ph,52
PH36025,HDI,3,28,ph,52
PH36026,HDI,3,33,ph,52
PH36028,HDI,3,28,ph,52
PH36035,HDI,3,33,ph,52
PH36036,HDI,3,34,ph,52
PH36038,HDI,3,30,ph,52
PH36041,HDI,3,28,ph,52
PH36042,HDI,3,30,ph,52
PH36044,HDI,3,29,ph,52
PH36045,HDI,3,30,ph,52
PH36046,HDI,3,33,ph,52
PH36048,HDI,3,33,ph,52
PH36050,HDI,3,33,ph,52
PH36052,HDI,3,33,ph,52
PH36054,HDI,3,33,ph,52
PH36058,HDI,3,28,ph,52
PH36059,TN,2,33,ph,52
PH36064,HDI,3,28,ph,52
PH36066,HDI,3,33,ph,52
PH36068,HDI,3,33,ph,52
PH36072,HDI,3,33,ph,52
PH36073,HDI,3,33,ph,52
PH36078,HDI,3,28,ph,52
PH36080,HDI,3,30,ph,52
PH36082,HDI,3,30,ph,52
PH36086,HDI,3,33,ph,52
PH36087,HDI,3,33,ph,52
PH36088,HDI,3,30,ph,52
PH36094,HDI,3,33,ph,52
PH36096,HDI,2,33,ph,52
PH36102,HDI,3,34,ph,52
PH36114,HDI,3,28,ph,52
PH36115,HDI,3,28,ph,52
PH36118,HDI,3,33,ph,52
PH36120,HDI,3,33,ph,52
PH36122,HDI,3,34,ph,52
PH36123,HDI,3,34,ph,52
PH36129,HDI,3,33,ph,52
PH36132,HDI,3,28,ph,52
PH36134,HDI,3,33,ph,52
PH36143,HDI,3,33,ph,52
PH36147,HDI,3,30,ph,52
PH36149,HDI,3,30,ph,52
PH36155,HDI,3,30,ph,52
PH36158,HDI,3,28,ph,52
PH36159,HDI,3,34,ph,52
PH36160,HDI,3,28,ph,52
PH36162,HDI,3,33,ph,52
PH36163,HDI,3,33,ph,52
PH36166,HDI,3,33,ph,52
PH36170,HDI,3,33,ph,52
PH36173,HDI,3,33,ph,52
PH36176,HDI,3,33,ph,52
PH36186,HDI,3,34,ph,52
PH36187,HDI,3,30,ph,52
PH36191,HDI,3,33,ph,52
PH36192,HDI,3,33,ph,52
PH36201,HDI,3,30,ph,52
PH36203,HL,2,30,ph,52
PH36205,HDI,3,33,ph,52
PH36206,HDI,3,33,ph,52
PH36209,HDI,3,28,ph,52
PH36210,HDI,3,30,ph,52
PH36223,HDI,3,33,ph,52
PH36230,HDI,3,30,ph,52
PH36236,HDI,3,34,ph,52
PH36240,HDI,3,33,ph,52
PH36245,HDI,3,28,ph,52
PH36246,HDI,3,33,ph,52
PH36247,HDI,3,28,ph,52
PH36248,HDI,3,33,ph,52
PH36251,HDI,3,28,ph,52
PH36253,HDI,2,34,ph,52
PH36255,HDI,3,33,ph,52
PH36257,HDI,3,29,ph,52
PH36262,HDI,3,28,ph,52
PH36268,HDI,3,34,ph,52
PH36269,HL,2,34,ph,52
PH36270,HDI,3,33,ph,52
PH36271,HDI,3,28,ph,52
PH36272,HDI,3,33,ph,52
PH36279,HDI,3,29,ph,52
PH36281,HDI,3,33,ph,52
PH36282,HDI,3,34,ph,52
PH36293,HDI,3,28,ph,52
PH36294,HDI,3,33,ph,52
PH36295,HDI,3,33,ph,52
PH36297,HDI,3,28,ph,52
PH36301,HDI,3,30,ph,52
PH36302,HDI,3,28,ph,52
PH36303,HDI,3,33,ph,52
PH36307,HDI,3,29,ph,52
PH36315,HDI,3,30,ph,52
PH36319,HDI,3,28,ph,52
PH36321,HDI,3,33,ph,52
PH36324,HDI,3,28,ph,52
PH36326,HDI,3,33,ph,52
PH36330,HDI,3,30,ph,52
PH36337,HDI,3,30,ph,52
PH36344,HDI,3,30,ph,52
PH36354,HDI,3,28,ph,52
PH36355,HDI,3,33,ph,52
PH36356,HDI,3,33,ph,52
PH36359,HDI,3,28,ph,52
PH36362,HDI,3,30,ph,52
PH36367,HDI,3,33,ph,52
PH36368,HDI,3,33,ph,52
PH36375,HDI,3,30,ph,52
PH36379,HDI,3,33,ph,52
PH36381,HDI,3,34,ph,52
PH36384,HDI,3,33,ph,52
PH36385,HDI,3,28,ph,52
PH36395,HDI,3,30,ph,52
PH36397,TN,2,33,ph,52
PH36406,HDI,3,30,ph,52
PH36418,HDI,3,28,ph,52
PH36419,HDI,3,28,ph,52
PH36420,HDI,3,33,ph,52
PH36422,HDI,3,28,ph,52
PH36429,HDI,3,33,ph,52
PH36438,HDI,3,33,ph,52
PH36439,HDI,3,28,ph,52
PH36440,HDI,3,33,ph,52
PH36442,HDI,3,33,ph,52
PH36452,HDI,3,33,ph,52
PH36454,HDI,3,33,ph,52
PH36461,HDI,3,30,ph,52
PH36466,HDI,3,33,ph,52
PH36470,HDI,3,30,ph,52
PH36479,HDI,3,33,ph,52
PH36481,HDI,3,28,ph,52
PH36482,HDI,3,34,ph,52
PH36484,HDI,3,33,ph,52
PH36486,HDI,3,33,ph,52
PH36487,HDI,3,28,ph,52
PH36490,HDI,3,34,ph,52
PH36492,HDI,3,30,ph,52
PH36493,HDI,3,33,ph,52
PH36496,HDI,3,30,ph,52
PH36498,HDI,3,30,ph,52
PH36508,HDI,3,28,ph,52
PH36513,HDI,3,33,ph,52
PH36514,HDI,3,33,ph,52
PH36519,HDI,3,28,ph,52
PH36526,HDI,3,28,ph,52
PH36530,HL,2,34,ph,52
PH36534,HDI,3,28,ph,52
PH36537,TN,2,30,ph,52
PH36538,HDI,3,33,ph,52
PH36546,HDI,3,28,ph,52
PH36552,HDI,3,33,ph,52
PH36554,HDI,3,34,ph,52
PH36555,HDI,3,33,ph,52
PH36558,HDI,3,33,ph,52
PH36560,HDI,3,33,ph,52
PH36562,HDI,3,30,ph,52
PH36572,HDI,3,28,ph,52
PH36577,HDI,2,29,ph,52
PH36581,HDI,3,28,ph,52
PH36587,HDI,3,28,ph,52
PH36590,HDI,3,28,ph,52
PH36593,TN,2,33,ph,52
PH36595,HDI,3,33,ph,52
PH36606,HDI,3,29,ph,52
PH36607,HDI,3,33,ph,52
PH36610,HDI,3,33,ph,52
PH36613,HDI,3,28,ph,52
PH36617,HDI,3,33,ph,52
PH36618,HDI,3,33,ph,52
PH36621,HDI,3,30,ph,52
PH36624,HDI,3,33,ph,52
PH36626,HDI,3,30,ph,52
PH36627,HDI,3,34,ph,52
PH36638,HDI,3,29,ph,52
PH36639,HDI,3,28,ph,52
PH36640,HDI,3,29,ph,52
PH36652,HDI,3,30,ph,52
PH36658,HDI,3,33,ph,52
PH36668,HDI,3,29,ph,52
PH36673,HDI,3,28,ph,52
PH36677,HDI,3,28,ph,52
PH36678,HDI,3,28,ph,52
PH36687,HDI,3,33,ph,52
PH36690,HDI,3,33,ph,52
PH36695,HDI,3,33,ph,52
PH36696,HDI,3,33,ph,52
PH36698,HDI,2,34,ph,52
PH36706,HDI,3,28,ph,52
PH36708,HDI,3,28,ph,52
PH36710,HDI,3,28,ph,52
PH36716,HDI,2,33,ph,52
PH36718,HDI,3,33,ph,52
PH36724,HDI,3,33,ph,52
PH36727,HDI,3,33,ph,52
PH36731,HDI,3,33,ph,52
PH36736,HDI,3,33,ph,52
PH36737,HDI,3,33,ph,52
PH36741,HDI,3,34,ph,52
PH36742,HDI,3,33,ph,52
PH36749,HDI,3,33,ph,52
PH36752,HDI,3,28,ph,52
PH36756,HDI,3,28,ph,52
PH36760,HDI,3,30,ph,52
PH36761,HDI,3,29,ph,52
PH36770,HDI,3,29,ph,52
PH36772,CHO,2,28,ph,52
PH36773,HDI,3,28,ph,52
PH36778,HDI,3,33,ph,52
PH36781,HL,2,33,ph,52
PH36782,HDI,3,33,ph,52
PH36784,HDI,3,33,ph,52
PH36785,HDI,3,33,ph,52
PH36789,HDI,3,33,ph,52
PH36792,HDI,3,33,ph,52
PH36793,HDI,3,34,ph,52
PH36796,HDI,3,29,ph,52
PH36798,HDI,3,33,ph,52
PH36809,HDI,3,33,ph,52
PH36812,HDI,3,28,ph,52
PH36814,HDI,3,33,ph,52
PH36823,HDI,3,33,ph,52
PH36830,HDI,3,33,ph,52
PH36831,HDI,3,34,ph,52
PH36833,HDI,3,30,ph,52
PH36835,HDI,3,28,ph,52
PH36836,HDI,3,33,ph,52
PH36841,HDI,3,33,ph,52
PH36842,HDI,3,33,ph,52
PH36844,HDI,3,28,ph,52
PH36847,HDI,3,28,ph,52
PH36853,HDI,3,28,ph,52
PH36854,HDI,3,28,ph,52
PH36856,HDI,3,33,ph,52
PH36861,HDI,3,34,ph,52
PH36863,HDI,3,33,ph,52
PH36865,HDI,3,33,ph,52
PH36873,HDI,3,33,ph,52
PH36878,HDI,3,28,ph,52
PH36884,HDI,3,28,ph,52
PH36886,HDI,3,29,ph,52
PH36888,HDI,3,28,ph,52
PH36893,HDI,3,30,ph,52
PH36896,HDI,3,30,ph,52
PH36899,HDI,3,30,ph,52
PH36900,HDI,3,28,ph,52
PH36904,HDI,3,33,ph,52
PH36908,HDI,3,33,ph,52
PH36909,HDI,3,30,ph,52
PH36912,HDI,3,30,ph,52
PH36913,HDI,3,30,ph,52
PH36915,HDI,3,33,ph,52
PH36917,HDI,3,28,ph,52
PH36926,HDI,3,33,ph,52
PH36928,HDI,3,33,ph,52
PH36929,HDI,3,28,ph,52
PH36930,HDI,3,28,ph,52
PH36936,HDI,3,30,ph,52
PH36943,HDI,3,33,ph,52
PH36944,HDI,3,30,ph,52
PH36945,HDI,3,30,ph,52
PH36950,HDI,3,33,ph,52
PH36951,HDI,3,33,ph,52
PH36953,HDI,3,33,ph,52
PH36954,TN,2,33,ph,52
PH36955,HDI,3,28,ph,52
PH36959,HDI,3,33,ph,52
PH36964,HDI,3,33,ph,52
PH36965,HDI,3,29,ph,52
PH36966,HDI,3,34,ph,52
PH36967,HDI,3,33,ph,52
PH36968,HDI,3,33,ph,52
PH36969,HDI,3,34,ph,52
PH36974,HDI,3,29,ph,52
PH36975,HDI,3,28,ph,52
PH36979,HDI,2,33,ph,52
PH36980,HDI,3,34,ph,52
PH36991,HDI,3,34,ph,52
PH36993,HDI,3,33,ph,52
PH36997,HDI,3,33,ph,52
PH36998,HDI,3,33,ph,52
PH37004,HDI,3,33,ph,52
PH37010,HDI,3,28,ph,52
PH37011,HDI,3,33,ph,52
PH37012,HDI,3,29,ph,52
PH37014,HDI,3,28,ph,52
PH37019,HDI,3,33,ph,52
PH37021,HDI,3,33,ph,52
PH37028,HDI,3,33,ph,52
PH37030,HDI,3,30,ph,52
PH37031,HDI,3,28,ph,52
PH37036,HDI,3,28,ph,52
PH37040,HDI,3,34,ph,52
PH37042,HDI,3,34,ph,52
PH37047,HDI,3,33,ph,52
PH37049,HDI,3,30,ph,52
PH37050,HDI,3,28,ph,52
PH37057,HDI,3,28,ph,52
PH37060,HDI,3,28,ph,52
PH37061,HDI,3,34,ph,52
PH37062,HDI,3,33,ph,52
PH37065,HDI,3,33,ph,52
PH37079,HDI,3,33,ph,52
PH37081,HDI,3,33,ph,52
PH37082,HDI,3,33,ph,52
PH37089,HDI,3,33,ph,52
PH37098,HDI,3,33,ph,52
PH37101,HDI,3,28,ph,52
PH37103,HDI,3,33,ph,52
PH37107,HDI,3,28,ph,52
PH37109,HDI,3,30,ph,52
PH37114,HDI,3,33,ph,52
PH37116,HDI,3,33,ph,52
PH37125,HDI,3,33,ph,52
PH37127,HDI,3,33,ph,52
PH37131,HDI,3,28,ph,52
PH37136,HDI,3,33,ph,52
PH38675,HDI,2,33,ph,52
PH38676,HDI,3,33,ph,52
PH38678,HDI,3,28,ph,52
PH38681,HDI,3,33,ph,52
PH38686,HDI,3,28,ph,52
PH38687,HDI,3,33,ph,52
PH38689,HDI,3,33,ph,52
PH38690,HDI,3,28,ph,52
PH38691,HDI,3,34,ph,52
PH38692,HDI,3,30,ph,52
PH38702,HDI,3,28,ph,52
PH38706,HDI,3,34,ph,52
PH38713,HDI,3,28,ph,52
PH38716,HDI,3,28,ph,52
PH38740,HDI,3,29,ph,52
PH38747,TN,2,30,ph,52
PH38749,HDI,3,33,ph,52
PH38753,HDI,3,30,ph,52
PH38757,HDI,3,33,ph,52
PH38758,HDI,3,33,ph,52
PH38759,HDI,3,33,ph,52
PH38764,HDI,3,28,ph,52
PH38765,HDI,3,33,ph,52
PH38766,HDI,3,34,ph,52
PH38768,HDI,3,33,ph,52
PH38769,HDI,3,28,ph,52
PH38771,HDI,3,33,ph,52
PH38777,HDI,3,33,ph,52
PH38778,HDI,3,34,ph,52
PH38780,HDI,3,28,ph,52
PH38782,HDI,2,30,ph,52
PH38786,HDI,3,34,ph,52
PH38787,HDI,3,28,ph,52
PH38805,HDI,3,28,ph,52
PH38809,HDI,3,33,ph,52
PH38811,HDI,3,30,ph,52
PH38813,HDI,3,33,ph,52
PH38815,HDI,3,33,ph,52
PH38819,HDI,3,33,ph,52
PH38825,HDI,3,28,ph,52
PH38828,HDI,3,33,ph,52
PH38830,HDI,3,33,ph,52
PH38833,HDI,3,33,ph,52
PH38840,HDI,3,33,ph,52
PH38847,HDI,3,33,ph,52
PH38852,HDI,3,33,ph,52
PH38854,HDI,3,33,ph,52
PH38861,HDI,3,33,ph,52
PH38864,HDI,3,33,ph,52
PH38867,HDI,3,33,ph,52
PH38869,HDI,3,33,ph,52
PH38882,TN,2,33,ph,52
PH38888,HDI,3,33,ph,52
PH38894,TN,2,33,ph,52
PH38895,HDI,3,33,ph,52
PH38897,HDI,3,34,ph,52
PH38901,HDI,3,29,ph,52
PH38906,CHO,2,33,ph,52
PH38913,HDI,3,30,ph,52
PH38916,HDI,3,33,ph,52
PH38917,HDI,3,30,ph,52
PH38920,HDI,3,29,ph,52
PH38932,HDI,3,33,ph,52
PH38936,HDI,3,30,ph,52
PH38947,HDI,3,33,ph,52
PH38950,HDI,3,33,ph,52
PH38954,HDI,3,33,ph,52
PH38959,HDI,3,33,ph,52
PH38960,HDI,3,33,ph,52
PH38964,HDI,3,28,ph,52
PH38967,HDI,3,28,ph,52
PH38968,HDI,3,28,ph,52
PH38969,HDI,3,28,ph,52
PH38976,HDI,3,33,ph,52
PH38977,HDI,3,29,ph,52
PH38978,HDI,3,33,ph,52
PH38983,HDI,3,30,ph,52
PH38985,HDI,3,33,ph,52
PH38990,HDI,3,30,ph,52
PH38994,HDI,3,33,ph,52
PH38995,HDI,3,33,ph,52
PH39002,HDI,3,28,ph,52
PH39011,HDI,3,30,ph,52
PH39012,HDI,3,33,ph,52
PH39017,HDI,3,28,ph,52
PH39018,HDI,3,30,ph,52
PH39019,HDI,3,28,ph,52
PH39027,HDI,3,33,ph,52
PH39028,HDI,3,28,ph,52
PH39030,HDI,3,33,ph,52
PH39042,HDI,3,33,ph,52
PH39043,HDI,3,33,ph,52
PH39045,HDI,3,33,ph,52
PH39047,HDI,3,33,ph,52
PH39051,HDI,3,33,ph,52
PH39052,HDI,3,33,ph,52
PH39058,TN,2,33,ph,52
PH39062,HDI,3,28,ph,52
PH39063,HDI,3,33,ph,52
PH39065,HDI,3,33,ph,52
PH39068,HDI,3,33,ph,52
PH39070,HDI,3,33,ph,52
PH39071,TN,1,33,ph,52
PH39075,HDI,3,28,ph,52
PH39077,HDI,3,33,ph,52
PH39079,HDI,3,28,ph,52
PH39081,HDI,3,33,ph,52
PH39083,HDI,3,33,ph,52
PH39084,HDI,3,33,ph,52
PH39087,HDI,3,28,ph,52
PH39096,HDI,3,28,ph,52
PH39098,HDI,3,28,ph,52
PH39104,HDI,3,33,ph,52
PH39107,HDI,3,28,ph,52
PH39108,HDI,3,34,ph,52
PH39112,HDI,3,33,ph,52
PH39115,HDI,3,28,ph,52
PH39131,HDI,3,33,ph,52
PH39133,HDI,3,29,ph,52
PH39137,HDI,3,33,ph,52
PH39138,HDI,3,33,ph,52
PH39140,HDI,3,28,ph,52
PH39143,HDI,3,33,ph,52
PH39144,HDI,3,33,ph,52
PH39146,HDI,3,34,ph,52
PH39165,HDI,3,33,ph,52
PH39167,HDI,3,33,ph,52
PH39175,HDI,3,33,ph,52
PH39191,TN,2,34,ph,52
PH39193,TN,2,34,ph,52
PH37648,HDI,3,30,ph,52
PH37651,HDI,3,33,ph,52
PH37655,HDI,3,33,ph,52
PH37656,HDI,3,28,ph,52
PH37661,HDI,3,33,ph,52
PH37664,HDI,3,33,ph,52
PH37665,HDI,3,28,ph,52
PH37672,HDI,3,33,ph,52
PH37673,HDI,3,29,ph,52
PH37677,HDI,3,33,ph,52
PH37680,HDI,3,33,ph,52
PH37681,HDI,3,33,ph,52
PH37683,HDI,3,28,ph,52
PH37685,HDI,3,29,ph,52
PH37687,HDI,3,33,ph,52
PH37688,HDI,3,34,ph,52
PH37689,HDI,3,34,ph,52
PH37690,HDI,3,33,ph,52
PH37691,HDI,2,33,ph,52
PH37693,HDI,3,28,ph,52
PH37694,HDI,3,28,ph,52
PH37696,HDI,3,33,ph,52
PH37702,HDI,3,33,ph,52
PH37705,HDI,3,33,ph,52
PH37713,HDI,3,28,ph,52
PH37719,HDI,3,34,ph,52
PH37721,HDI,3,28,ph,52
PH37723,HDI,3,30,ph,52
PH37724,HDI,3,33,ph,52
PH37725,HDI,3,30,ph,52
PH37729,HDI,3,28,ph,52
PH37731,HDI,3,28,ph,52
PH37736,HDI,3,28,ph,52
PH37740,HDI,3,30,ph,52
PH37741,HDI,3,34,ph,52
PH37743,HDI,3,33,ph,52
PH37744,HDI,3,33,ph,52
PH37745,HDI,3,30,ph,52
PH37751,HDI,3,28,ph,52
PH37752,HDI,3,34,ph,52
PH37757,HDI,3,33,ph,52
PH37759,HDI,3,33,ph,52
PH37766,HDI,3,33,ph,52
PH37767,HDI,3,33,ph,52
PH37770,HDI,3,34,ph,52
PH37771,HDI,3,28,ph,52
PH37788,HDI,3,33,ph,52
PH37796,HDI,3,33,ph,52
PH37801,HDI,3,33,ph,52
PH37802,HDI,3,28,ph,52
PH37804,HDI,3,28,ph,52
PH37806,HDI,3,33,ph,52
PH37814,HDI,3,33,ph,52
PH37816,HDI,3,33,ph,52
PH37818,HDI,3,34,ph,52
PH37821,HDI,3,29,ph,52
PH37827,HDI,3,29,ph,52
PH37830,HDI,3,33,ph,52
PH37849,HDI,3,33,ph,52
PH37850,HDI,3,28,ph,52
PH37854,HDI,3,33,ph,52
PH37858,HDI,3,33,ph,52
PH37865,HDI,3,33,ph,52
PH37867,HDI,3,30,ph,52
PH37869,HDI,3,28,ph,52
PH37870,HDI,3,33,ph,52
PH37872,HDI,3,33,ph,52
PH37877,HDI,3,33,ph,52
PH37881,HDI,3,33,ph,52
PH37887,HDI,3,33,ph,52
PH37891,HDI,3,29,ph,52
PH37893,HDI,3,34,ph,52
PH37903,HDI,3,28,ph,52
PH37904,HL,2,30,ph,52
PH37909,HDI,2,28,ph,52
PH37912,HDI,3,30,ph,52
PH37915,HDI,3,33,ph,52
PH37917,HDI,3,28,ph,52
PH37921,HDI,3,33,ph,52
PH37926,HDI,3,29,ph,52
PH37928,HDI,3,30,ph,52
PH37931,HDI,3,28,ph,52
PH37934,HDI,3,33,ph,52
PH37935,HDI,3,33,ph,52
PH37940,HDI,3,29,ph,52
PH37943,HDI,3,33,ph,52
PH37957,HDI,3,28,ph,52
PH37958,HDI,3,33,ph,52
PH37964,HDI,3,34,ph,52
PH37965,HDI,3,28,ph,52
PH37966,HDI,3,33,ph,52
PH37967,HDI,3,33,ph,52
PH37969,HDI,3,33,ph,52
PH37976,HDI,3,33,ph,52
PH37977,HDI,3,33,ph,52
PH37982,HDI,3,33,ph,52
PH37983,HDI,3,33,ph,52
PH37985,HDI,3,33,ph,52
PH37995,HDI,3,33,ph,52
PH38003,HDI,3,33,ph,52
PH38004,HDI,3,33,ph,52
PH38008,HDI,3,33,ph,52
PH38009,HDI,3,33,ph,52
PH38010,HDI,2,33,ph,52
PH38018,HDI,3,33,ph,52
PH38024,HDI,3,34,ph,52
PH38027,HDI,3,34,ph,52
PH38029,HDI,3,33,ph,52
PH38032,HDI,3,33,ph,52
PH38036,HDI,3,33,ph,52
PH38037,HDI,3,28,ph,52
PH38040,HDI,3,33,ph,52
PH38041,HDI,3,33,ph,52
PH38042,HDI,3,33,ph,52
PH38047,HDI,3,33,ph,52
PH38048,HDI,3,30,ph,52
PH38049,HDI,3,33,ph,52
PH38050,HDI,3,28,ph,52
PH38051,HDI,3,28,ph,52
PH38057,HDI,3,28,ph,52
PH38063,HDI,3,33,ph,52
PH38066,HDI,3,33,ph,52
PH38072,TN,2,33,ph,52
PH38075,HDI,3,28,ph,52
PH38076,HDI,3,34,ph,52
PH38081,HDI,3,33,ph,52
PH38084,HDI,3,33,ph,52
PH38085,HDI,3,33,ph,52
PH38086,HDI,3,30,ph,52
PH38089,HDI,3,34,ph,52
PH38091,HDI,3,34,ph,52
PH38099,HDI,3,33,ph,52
PH38105,HDI,3,29,ph,52
PH38107,HDI,3,33,ph,52
PH38109,HDI,3,28,ph,52
PH38112,HDI,3,33,ph,52
PH38115,TN,2,28,ph,52
PH38116,HDI,3,33,ph,52
PH38123,HDI,3,33,ph,52
PH38127,HDI,3,33,ph,52
PH38133,HDI,3,33,ph,52
PH38138,HDI,3,34,ph,52
PH38142,HDI,3,33,ph,52
PH38146,HDI,3,34,ph,52
PH38148,HDI,3,33,ph,52
PH39199,HDI,3,33,ph,52
PH39205,HDI,3,33,ph,52
PH39211,HDI,3,33,ph,52
PH39218,HDI,3,33,ph,52
PH39220,HDI,3,33,ph,52
PH39223,HDI,3,33,ph,52
PH39224,HDI,3,34,ph,52
PH39233,HDI,3,33,ph,52
PH39234,HDI,3,33,ph,52
PH39235,HDI,3,33,ph,52
PH39236,HDI,3,33,ph,52
PH39239,HDI,3,30,ph,52
PH39241,HDI,3,29,ph,52
PH39247,HDI,3,28,ph,52
PH39258,HDI,3,33,ph,52
PH39264,HDI,3,30,ph,52
PH39268,HDI,3,33,ph,52
PH39270,HDI,3,28,ph,52
PH39274,HDI,3,33,ph,52
PH39275,HDI,3,33,ph,52
PH39277,HDI,3,33,ph,52
PH39280,HDI,3,33,ph,52
PH39281,HDI,3,28,ph,52
PH39285,HDI,3,30,ph,52
PH39289,HDI,3,33,ph,52
PH39290,HDI,3,28,ph,52
PH39291,HDI,3,30,ph,52
PH39292,HDI,3,30,ph,52
PH39294,HDI,3,34,ph,52
PH39295,HDI,3,34,ph,52
PH39301,HDI,3,28,ph,52
PH39302,HDI,3,33,ph,52
PH39305,HDI,3,33,ph,52
PH39306,HDI,3,28,ph,52
PH39308,HDI,3,33,ph,52
PH39309,HDI,3,28,ph,52
PH39311,HDI,3,34,ph,52
PH39312,HDI,3,33,ph,52
PH39314,HDI,3,33,ph,52
PH39316,HDI,3,33,ph,52
PH39325,HDI,3,30,ph,52
PH39326,HDI,3,28,ph,52
PH39327,HDI,3,33,ph,52
PH39328,HDI,3,33,ph,52
PH39329,HDI,3,33,ph,52
PH39334,HDI,3,30,ph,52
PH39336,HDI,3,28,ph,52
PH39337,HDI,3,28,ph,52
PH39339,HDI,3,33,ph,52
PH39340,HDI,3,28,ph,52
PH39342,HDI,3,28,ph,52
PH39343,HDI,3,33,ph,52
PH39344,HDI,3,34,ph,52
PH39347,HDI,3,33,ph,52
PH39350,HDI,3,28,ph,52
PH39353,HDI,3,33,ph,52
PH39354,HDI,3,28,ph,52
PH39355,HDI,3,34,ph,52
PH39356,HDI,3,28,ph,52
PH39362,HDI,3,30,ph,52
PH39365,HDI,3,33,ph,52
PH39371,HDI,3,34,ph,52
PH39375,HDI,3,33,ph,52
PH39377,HDI,3,29,ph,52
PH39380,HDI,3,33,ph,52
PH39382,HDI,3,33,ph,52
PH39383,HDI,3,33,ph,52
PH39385,HDI,3,33,ph,52
PH39387,HDI,3,33,ph,52
PH39389,HDI,3,30,ph,52
PH39390,HDI,3,28,ph,52
PH39393,HDI,3,33,ph,52
PH39394,HDI,3,33,ph,52
PH39399,HDI,3,33,ph,52
PH39403,HDI,3,28,ph,52
PH39404,HDI,3,28,ph,52
PH39407,HDI,3,33,ph,52
PH39409,HDI,3,34,ph,52
PH39413,HDI,3,33,ph,52
PH39417,HDI,3,33,ph,52
PH39419,HDI,3,28,ph,52
PH39421,HDI,3,28,ph,52
PH39431,HDI,3,30,ph,52
PH39441,HDI,3,34,ph,52
PH39450,HDI,3,33,ph,52
PH39452,HDI,3,30,ph,52
PH39453,HDI,3,30,ph,52
PH39455,HDI,3,33,ph,52
PH39457,HDI,3,33,ph,52
PH39461,TN,2,33,ph,52
PH39466,HDI,3,33,ph,52
PH39467,TN,2,33,ph,52
PH39472,HDI,3,33,ph,52
PH39473,HDI,3,34,ph,52
PH39488,HDI,3,28,ph,52
PH39490,HDI,3,33,ph,52
PH39491,HDI,3,28,ph,52
PH39499,HDI,3,28,ph,52
PH39509,HDI,3,28,ph,52
PH39514,HDI,3,28,ph,52
PH39517,HDI,3,28,ph,52
PH39526,HDI,3,33,ph,52
PH39527,HDI,3,33,ph,52
PH39530,HDI,3,33,ph,52
PH39533,HDI,3,30,ph,52
PH39535,HDI,3,30,ph,52
PH39546,HDI,3,29,ph,52
PH39551,HDI,3,33,ph,52
